SN Mbest logSFR NPD ab RA DEC Sloan
SDSS14113          10.354  -9.433  0.197742  0.896081 028.444485 -00.818364 Sloan
SDSS1415           11.394          0.522183  0.684950 006.106523 +00.599322 Sloan
SDSS14205          10.035  -9.539  0.824795  0.788210 017.190704 +00.733487 Sloan
SDSS14250          10.130  -9.382  0.787169  0.884885 012.822441 -00.605222 Sloan
SDSS14311          10.828  -9.755  1.105611  0.549831 317.103302 -00.052263 Sloan
SDSS14317          10.774 -10.817  0.696873  0.702968 315.570679 +00.330252 Sloan
SDSS14327          10.978  -9.896  0.341256  0.950077 002.345625 -00.190203 Sloan
SDSS14330          10.674 -10.817  0.498867  0.539862 007.125746 -00.068405 Sloan
SDSS14333          10.958          0.599471  0.681300 016.285339 -00.012631 Sloan
SDSS14340          11.519          0.127571  0.871016 345.826660 -00.855309 Sloan
SDSS14342          11.198          0.178013  0.970081 036.762402 -00.124440 Sloan
SDSS14343          10.093  -9.638  1.341079  0.659211 000.707211 -00.954021 Sloan
SDSS14375          11.039 -10.033  1.016088  0.915245 037.876961 -00.573217 Sloan
SDSS14382          10.782          0.755091  0.970008 359.148682 +00.204258 Sloan
SDSS14389          11.277 -10.855  1.423059  0.761157 027.038616 +00.296082 Sloan
SDSS14403          10.213  -9.633  0.601677  0.790250 016.838352 +00.651859 Sloan
SDSS14438           9.708  -9.382  1.418856  0.729769 340.065247 -01.069289 Sloan
SDSS14444          10.845          0.398942  0.792508 336.701569 -00.815661 Sloan
SDSS14445          11.498 -10.817  0.978453  0.918852 340.962646 -00.753945 Sloan
SDSS14470          10.095          0.045037  0.970806 044.214973 -00.351689 Sloan
SDSS14478          11.207  -9.998  0.672728  0.635266 355.292603 +00.069189 Sloan
SDSS14498          10.525  -9.652  0.145352  0.772760 011.763855 -01.224636 Sloan
SDSS14500           9.775  -9.382  0.262411  0.873269 024.032160 -01.104682 Sloan
SDSS14522          10.679  -9.503  0.932988  0.958481 028.528746 -00.725568 Sloan
SDSS14524          10.637  -9.398  0.746336  0.974990 041.562813 -00.797775 Sloan
SDSS14525           9.772  -8.941  0.654147  0.605606 016.882795 +00.477231 Sloan
SDSS14545          11.302          1.176112  0.697145 351.748230 +01.017228 Sloan
SDSS14548          10.480  -9.707  0.179744  0.981265 005.724594 +00.832815 Sloan
SDSS14549          10.685 -10.070  0.418611  0.875670 008.181135 +00.963390 Sloan
SDSS1457           10.811  -9.468  1.142818  0.961513 041.311382 +00.578720 Sloan
SDSS14589          11.323          2.076956  0.776667 048.012154 -00.677509 Sloan
SDSS14593          11.328          0.380079  0.422243 054.963753 -00.777735 Sloan
SDSS1461           10.774          0.161972  0.874746 024.372633 +00.209679 Sloan
SDSS14624          11.037  -9.450  1.109323  0.808545 323.441345 +00.345943 Sloan
SDSS1464           10.520  -9.755  0.382231  0.597869 026.393475 +00.150814 Sloan
SDSS14644          10.397  -9.639  1.804003  0.677494 024.080694 -00.069628 Sloan
SDSS14654          11.403          0.498930  0.982675 349.357635 -00.846626 Sloan
SDSS14671          11.117 -10.619  0.699592  0.741568 024.936346 -00.835501 Sloan
SDSS14675          10.102  -9.616  1.474136  0.685034 032.994560 -00.043311 Sloan
SDSS14708          11.174  -9.864  0.208474  0.864815 015.314585 -00.464882 Sloan
SDSS14733          10.664  -9.662  0.094753  0.928503 014.144748 +00.230977 Sloan
SDSS14750           9.685 -10.817  0.089880  0.832055 034.519012 +00.653060 Sloan
SDSS14751          10.558 -10.070  0.723028  0.798504 036.316498 +00.674322 Sloan
SDSS14763           9.830  -9.331  0.198915  0.943104 033.566685 +01.121422 Sloan
SDSS1478           10.649  -9.673  0.516514  0.705248 032.781307 +00.147112 Sloan
SDSS14784           9.720  -9.503  1.735305  0.436315 323.798431 -00.348218 Sloan
SDSS14809          10.740  -9.896  0.837369  0.916795 331.375916 -00.655861 Sloan
SDSS14823          11.236          0.105276  0.846497 020.802914 -00.310474 Sloan
SDSS14844          11.613  -9.619  0.176237  0.815089 353.415283 +00.176677 Sloan
SDSS14845          10.628  -9.639  0.329351  0.672759 005.976778 +00.082473 Sloan
SDSS14863          10.772  -9.684  0.758511  0.583695 035.744743 +00.183011 Sloan
SDSS14894          10.435  -9.364  0.617011  0.867661 035.282310 -00.757901 Sloan
SDSS14937           9.911  -9.281  0.166500  0.907368 025.872101 +00.421818 Sloan
SDSS14961          11.440          0.647775  0.875774 015.919511 +00.931031 Sloan
SDSS14965           9.756  -9.398  0.576611  0.767830 018.935520 +01.037872 Sloan
SDSS15006          11.019  -9.639  1.179603  0.794329 026.544310 +00.666474 Sloan
SDSS1504           10.837 -10.779  0.686182  0.676962 040.006382 +00.205162 Sloan
SDSS15102          11.357          0.330294  0.984139 330.369690 -00.597895 Sloan
SDSS15103          10.954  -9.896  1.694965  0.658479 338.098663 -00.504625 Sloan
SDSS15108           9.702  -9.450  1.049771  0.857031 024.434727 -00.541523 Sloan
SDSS15120          11.275  -9.662  0.782624  0.890094 038.693001 -00.999018 Sloan
SDSS15137          10.523  -9.998  0.407302  0.697006 356.107391 -00.806529 Sloan
SDSS15160          10.533 -10.033  0.591893  0.695058 358.428925 -00.579109 Sloan
SDSS15198           9.569  -9.576  3.595599  0.756599 034.627518 -00.212222 Sloan
SDSS15220          10.513  -9.539  1.067623  0.906227 042.283169 +00.286337 Sloan
SDSS15226          10.533  -9.576  0.367093  0.950831 033.663292 +00.696388 Sloan
SDSS15239          10.678  -9.755  1.319810  0.906152 000.606945 -00.918192 Sloan
SDSS15260          10.434  -9.779  1.282892  0.720943 339.177399 -00.275700 Sloan
SDSS15263          10.614  -9.249  0.178174  0.903949 325.806427 +00.010047 Sloan
SDSS15268           9.940  -9.616  0.259364  0.563024 338.444977 +00.138723 Sloan
SDSS15272          11.220          2.249031  0.682734 350.773132 +00.084447 Sloan
SDSS15303          10.083  -9.699  0.378034  0.950313 350.508881 +00.541048 Sloan
SDSS15324          10.279  -9.619  1.993039  0.609895 031.693687 -00.838993 Sloan
SDSS15325          10.827          0.187910  0.728633 032.298302 -00.742297 Sloan
SDSS15345          10.848 -10.033  0.052715  0.706732 335.256836 +00.810621 Sloan
SDSS15347          10.681  -9.633  0.729986  0.851497 325.405212 +01.204191 Sloan
SDSS15351          10.561  -9.779  0.128630  0.869150 326.535431 -00.053211 Sloan
SDSS15353          11.366 -10.700  0.107392  0.864384 350.291626 -00.175786 Sloan
SDSS15359          10.089  -9.539  0.965452  0.806402 347.456329 +00.310616 Sloan
SDSS15370          10.842          0.354066  0.762602 000.720751 -00.501735 Sloan
SDSS15381          10.777 -10.891  0.343974  0.864925 307.076324 +00.493434 Sloan
SDSS15386          11.146          0.110660  0.870808 312.584900 -01.232446 Sloan
SDSS15419           9.808  -9.398  0.238992  0.858212 019.905249 +00.885734 Sloan
SDSS15423          10.284  -9.314  0.328279  0.931273 036.508152 +00.626159 Sloan
SDSS15428          11.033 -10.619  1.911056  0.440281 039.094196 +01.042499 Sloan
SDSS15454          11.137          2.564474  0.830601 327.859497 -00.848020 Sloan
SDSS15455          10.818  -9.707  0.954461  0.650361 330.080536 -01.051377 Sloan
SDSS15498          10.691          0.282642  0.655912 020.491087 +00.362690 Sloan
SDSS15503          10.585  -9.707  1.092207  0.853409 040.405033 +00.261246 Sloan
SDSS15504          11.008  -9.779  0.965800  0.630426 345.701447 -00.876422 Sloan
SDSS15516           9.741  -9.416  0.200235  0.725242 030.226776 +00.656784 Sloan
SDSS15533          11.429  -9.657  0.116415  0.830563 353.862885 -00.373297 Sloan
SDSS15535          10.334          0.871582  0.861909 001.817553 -00.303899 Sloan
SDSS15549          11.418          1.674767  0.926523 323.510834 +00.634204 Sloan
SDSS15553          11.292          0.253745  0.870511 321.120178 +00.944260 Sloan
SDSS15558           9.578  -9.382  0.231115  0.844695 337.493500 +00.953505 Sloan
SDSS15587          10.672  -9.468  1.472737  0.764116 054.417248 +00.998363 Sloan
SDSS15592           9.614  -9.314  0.906071  0.926254 320.467377 -01.178422 Sloan
SDSS15603          10.515 -10.740  0.593141  0.932779 355.942474 -01.192342 Sloan
SDSS15633          10.835  -9.684  0.066673  0.877076 353.907135 -00.839201 Sloan
SDSS15663          10.743 -10.033  0.268106  0.887247 336.407288 +01.229586 Sloan
SDSS15675          10.913 -10.817  1.621393  0.820797 343.173706 +00.364204 Sloan
SDSS15719          10.355  -9.804  0.163698  0.768768 037.647995 +01.103391 Sloan
SDSS15737          10.901  -9.963  1.422157  0.839482 012.368867 -00.059917 Sloan
SDSS15748          11.012 -10.855  0.233492  0.972623 048.114471 -00.130649 Sloan
SDSS15755          11.074  -9.779  1.586795  0.519560 358.403259 +00.226335 Sloan
SDSS1576           10.490  -9.896  1.968537  0.784767 043.280613 +00.555530 Sloan
SDSS15761          11.079          0.583039  0.861561 020.293596 +00.341225 Sloan
SDSS15765          11.576 -10.700  1.586191  0.741889 032.847168 +00.246113 Sloan
SDSS15782          10.256  -9.732  0.176009  0.752957 352.676208 -00.427966 Sloan
SDSS15784          10.163  -9.742  1.162463  0.977691 356.673706 -00.615352 Sloan
SDSS15802          11.446          0.501574  0.642006 029.753288 -01.079328 Sloan
SDSS15805          10.536  -9.450  0.946528  0.872347 022.871874 -00.717854 Sloan
SDSS15806          10.837 -10.779  0.165101  0.931089 024.092293 -00.830616 Sloan
SDSS15814           9.756  -9.398  0.833596  0.882266 029.725206 -00.372665 Sloan
SDSS15822          11.098  -9.804  1.200404  0.587812 311.354797 +00.101382 Sloan
SDSS15823          10.590 -10.779  0.169632  0.650481 314.252655 +00.199082 Sloan
SDSS15829           8.793  -9.503  0.387086  0.823503 323.085602 -00.762204 Sloan
SDSS15850          11.143          6.241208  0.859028 000.667556 -01.165145 Sloan
SDSS15865          10.954          0.375195  0.835385 057.067081 +00.498781 Sloan
SDSS15866          11.227 -10.891  0.963558  0.931233 338.780731 +00.967591 Sloan
SDSS15874          10.348  -9.657  0.084845  0.883826 039.769539 -00.387023 Sloan
SDSS15892          10.642  -9.521  1.166274  0.507711 323.199066 +00.689466 Sloan
SDSS15909          11.127          0.737700  0.652987 011.314966 +00.796768 Sloan
SDSS15941          10.869          0.271914  0.895213 332.932007 -00.684790 Sloan
SDSS15945          10.767 -10.700  0.238387  0.619423 354.335175 +00.499695 Sloan
SDSS1595           11.325          0.480505  0.754883 321.567902 -00.554055 Sloan
SDSS15950          11.080  -9.779  0.603127  0.703779 006.188778 +00.983706 Sloan
SDSS15953          11.346 -10.660  0.422445  0.759841 018.236437 +00.940315 Sloan
SDSS15961          10.155  -9.963  0.438560  0.846443 003.749750 -00.804296 Sloan
SDSS15971          11.062          0.103558  0.967322 040.112591 +00.526279 Sloan
SDSS15987           9.579  -9.281  2.788336  0.763335 004.008845 +00.112168 Sloan
SDSS15988          10.958  -9.433  1.202392  0.787902 006.253502 +00.009200 Sloan
SDSS15992          10.791  -9.998  0.755257  0.959506 008.885971 +00.025440 Sloan
SDSS15998          10.787  -9.707  0.100412  0.936758 020.862656 +00.029115 Sloan
SDSS16038          11.597          0.481236  0.863629 055.571018 -00.237831 Sloan
SDSS16044          10.653 -10.700  0.262688  0.729050 041.418507 -01.088049 Sloan
SDSS16048          11.195          2.685283  0.918653 035.843761 -00.682693 Sloan
SDSS16052          10.185 -10.146  0.528247  0.815344 058.600208 -00.720736 Sloan
SDSS16091           9.621  -9.382  0.941336  0.741818 050.190060 +00.841853 Sloan
SDSS16103          10.427          0.523808  0.809686 312.975159 -01.050075 Sloan
SDSS16127          10.374  -9.684  0.110854  0.928780 044.667629 +00.117475 Sloan
SDSS16136          11.229          0.258153  0.932137 033.485847 -00.731639 Sloan
SDSS16152          11.468 -10.779  0.690852  0.900719 046.908478 +00.987794 Sloan
SDSS16163          10.471  -9.539  0.306574  0.639958 031.499252 -00.855673 Sloan
SDSS16172          11.111  -9.721  1.794226  0.875075 057.705551 -00.219159 Sloan
SDSS16199           9.556  -9.416  1.228756  0.840163 332.944336 +01.135024 Sloan
SDSS16219          11.188 -10.740  0.239716  0.873890 005.958837 +00.681645 Sloan
SDSS16236          10.053  -9.662  0.411932  0.909755 334.735352 -00.511726 Sloan
SDSS16237          10.242  -9.779  0.555917  0.539604 023.010454 -00.623785 Sloan
SDSS16238          11.363  -9.929  1.464226  0.386859 027.915134 -00.435798 Sloan
SDSS16277          11.190          0.308195  0.896962 037.235535 +00.448106 Sloan
SDSS16298          10.735  -9.633  0.115094  0.600813 330.411591 +00.576108 Sloan
SDSS16356          10.901  -9.616  2.000470  0.918256 318.201843 -00.567332 Sloan
SDSS16362          10.978 -10.891  0.483243  0.937497 017.950964 -00.497102 Sloan
SDSS16405          11.027  -9.450  0.541597  0.801861 356.103912 +00.367917 Sloan
SDSS16410          10.887  -9.732  0.978655  0.543721 319.715088 +00.648175 Sloan
SDSS16417          10.704  -9.699  1.264396  0.922679 012.344878 +01.214700 Sloan
SDSS16432          11.344 -10.619  0.199936  0.980658 033.951733 +01.023421 Sloan
SDSS16433          10.620  -9.732  0.283140  0.560506 036.995888 -01.169309 Sloan
SDSS16439          11.787 -10.619  0.629424  0.872856 322.639740 -00.842788 Sloan
SDSS16441          10.999          0.867719  0.955646 329.904877 -00.663700 Sloan
SDSS16451          10.551  -9.595  0.085858  0.519409 008.473738 +00.151050 Sloan
SDSS16454          11.182          0.563199  0.883790 326.793274 -00.405178 Sloan
SDSS16462          11.482          0.734266  0.794206 017.040583 -00.386407 Sloan
SDSS16467          11.073          1.837188  0.746358 328.585754 +00.118282 Sloan
SDSS16468          10.041  -9.804  0.459608  0.963393 003.883882 +00.115953 Sloan
SDSS16472          10.487 -10.033  2.113142  0.616200 023.260271 +00.165970 Sloan
SDSS16477          10.559  -9.684  0.290666  0.915409 010.354661 +00.532084 Sloan
SDSS16478          10.682  -9.638  1.657156  0.761466 019.086235 +00.568192 Sloan
SDSS1650           10.684  -9.732  1.621280  0.812716 353.511047 +00.683338 Sloan
SDSS16547          10.005  -9.364  1.068711  0.713224 021.338728 -01.119327 Sloan
SDSS16551          11.416 -10.779  0.225631  0.603429 000.447985 -00.672839 Sloan
SDSS16554          11.330          1.408982  0.964183 019.225428 -00.780548 Sloan
SDSS1658            9.389  -9.398  1.097751  0.426958 357.504547 +00.650157 Sloan
SDSS16584          11.048          2.278674  0.644064 339.258331 -00.464536 Sloan
SDSS16586          10.663 -10.033  0.565608  0.915262 358.339905 -00.538887 Sloan
SDSS16590           9.969  -9.560  0.209568  0.830396 320.174744 +00.696163 Sloan
SDSS16606          10.554          0.297395  0.631496 342.610840 +01.222792 Sloan
SDSS16640          10.904 -10.700  0.358088  0.891861 020.831339 -00.245540 Sloan
SDSS16652           9.504  -9.699  0.778028  0.772619 005.679583 +00.012465 Sloan
SDSS16721          10.371  -9.732  0.746043  0.977020 326.767731 -00.265672 Sloan
SDSS16977          10.733  -9.598  1.945096  0.675515 030.545959 -00.299538 Sloan
SDSS17031          10.059  -9.314  0.155931  0.901272 025.964846 -00.675776 Sloan
SDSS17169          10.241  -9.633  0.643314  0.707033 344.097076 -00.668213 Sloan
SDSS17170          10.731  -9.829  1.009395  0.930992 312.426575 -01.208750 Sloan
SDSS17205           9.806  -9.721  0.092262  0.974668 036.513420 +00.807090 Sloan
SDSS17206          10.490          1.078193  0.379052 045.985317 +00.728249 Sloan
SDSS17219          10.347  -9.673  1.846381  0.976194 003.194432 -00.102456 Sloan
SDSS17351           9.880  -9.468  0.250744  0.867309 312.839294 +00.399397 Sloan
SDSS17374          10.373  -9.450  1.732363  0.423811 319.571411 -01.037982 Sloan
SDSS17393           9.821  -9.829  0.733142  0.856140 329.377899 -00.928383 Sloan
SDSS17395          10.707  -9.998  0.486257  0.749000 354.406036 -00.950462 Sloan
SDSS1740           10.778          0.099720  0.886845 005.404403 -00.880898 Sloan
SDSS17408          11.197          0.297276  0.818253 317.319214 +00.792851 Sloan
SDSS17421          11.398          1.333715  0.897794 352.385742 +00.676013 Sloan
SDSS17423          10.995 -10.070  0.107382  0.899352 345.642334 -00.838445 Sloan
SDSS17433           9.128  -9.503  0.385001  0.626898 003.185120 -00.034315 Sloan
SDSS17473           9.843  -9.486  2.217318  0.864734 012.257879 +00.548100 Sloan
SDSS1748           11.256          0.963480  0.857389 353.112152 -00.482477 Sloan
SDSS1750           10.516  -9.692  0.765630  0.888580 354.394226 -00.475832 Sloan
SDSS17508          10.083  -9.677  0.811922  0.521215 011.101604 +00.667568 Sloan
SDSS17586          10.455  -9.398  0.163249  0.825937 329.870789 -00.814787 Sloan
SDSS17647          10.365  -9.707  1.707851  0.897466 034.282200 -00.801542 Sloan
SDSS17682          10.889  -9.998  1.693519  0.681445 344.108002 +00.501901 Sloan
SDSS17695           9.436  -9.468  0.733284  0.596898 041.989925 +00.589618 Sloan
SDSS17733          10.099  -9.347  0.456623  0.900691 038.173954 +00.553858 Sloan
SDSS17748           9.933  -9.673  1.022208  0.596839 009.807187 -00.277078 Sloan
SDSS1775           11.094          0.623253  0.874137 318.993378 -01.009438 Sloan
SDSS17773           9.537  -9.433  0.799255  0.904124 033.284222 -00.306244 Sloan
SDSS17820          10.381          1.348550  0.984864 016.139685 -00.466460 Sloan
SDSS17849           9.983  -9.347  0.388717  0.757408 027.102762 +00.833376 Sloan
SDSS17851          10.603  -9.755  0.906732  0.941096 036.295872 +00.759208 Sloan
SDSS17882          10.924 -10.779  0.920677  0.783001 015.018497 +01.246500 Sloan
SDSS17899           9.713  -9.616  0.321992  0.848820 353.699524 -00.151601 Sloan
SDSS17907          10.426  -9.673  0.413624  0.951703 056.294441 +00.409338 Sloan
SDSS17908          10.838          0.060953  0.827220 321.168457 +00.329439 Sloan
SDSS17928          11.140 -10.817  0.945500  0.871018 358.470184 +01.114695 Sloan
SDSS17945          10.677  -9.732  0.788239  0.712063 026.752895 -00.302114 Sloan
SDSS17949          10.097  -9.416  0.381202  0.956680 029.205118 -00.235522 Sloan
SDSS17952          11.394 -10.660  1.577830  0.979319 027.517458 +00.079701 Sloan
SDSS17955          11.260  -9.684  0.666655  0.774901 345.738617 -00.349954 Sloan
SDSS17957          10.518  -9.331  0.539449  0.857326 023.589132 -00.670711 Sloan
SDSS17965          10.202  -9.433  0.339616  0.841881 340.823639 -00.758780 Sloan
SDSS17967          10.856  -9.331  4.276510  0.942681 345.529633 -00.659684 Sloan
SDSS18011          10.490  -9.779  0.154521  0.653568 346.662903 +00.090854 Sloan
SDSS18047          11.411          1.564303  0.741760 022.074192 -00.657973 Sloan
SDSS18049           9.984  -9.657  1.085361  0.671937 006.310576 -00.367820 Sloan
SDSS18083           9.415  -9.398  1.125522  0.510091 036.349194 -01.208130 Sloan
SDSS18100          11.458          0.949889  0.897674 029.432718 +00.424171 Sloan
SDSS18139          10.990 -10.499  1.789662  0.922275 028.056330 +00.170685 Sloan
SDSS18146          10.796          3.090717  0.929791 032.429363 -00.000373 Sloan
SDSS18175          10.570  -9.433  0.156631  0.921007 025.991667 -00.398978 Sloan
SDSS18179           9.904  -9.503  0.302915  0.835319 031.707773 -00.279259 Sloan
SDSS18188           9.414  -9.347  1.713613  0.793033 037.621696 -00.305611 Sloan
SDSS18189          10.943  -9.779  1.195931  0.701163 037.929684 -00.367537 Sloan
SDSS18201          10.953  -9.732  0.885153  0.309083 047.312565 -00.644479 Sloan
SDSS18221          11.210          0.810239  0.701328 345.891846 -00.374992 Sloan
SDSS18224          11.479          0.482168  0.752546 348.174591 -00.312822 Sloan
SDSS18253          10.667  -9.779  1.180689  0.786817 345.584351 -00.908412 Sloan
SDSS18254          10.323  -9.450  0.827721  0.782911 351.390686 -00.982201 Sloan
SDSS18273          10.393  -9.699  1.817117  0.685389 334.738983 -00.630436 Sloan
SDSS18275          10.644          0.204907  0.884819 343.873352 -00.622352 Sloan
SDSS18276          10.121  -9.998  0.994816  0.525657 347.317017 -00.457777 Sloan
SDSS18283          10.943 -10.033  1.605147  0.724152 039.751358 -00.545620 Sloan
SDSS18301          11.312  -9.998  1.665802  0.816341 348.966644 +00.816325 Sloan
SDSS18304          11.109          0.565959  0.843553 002.141773 +00.804237 Sloan
SDSS18324           9.496  -9.677  0.241787  0.830711 006.381112 +00.793874 Sloan
SDSS18333          10.411  -9.779  1.012882  0.662820 019.458019 +01.122162 Sloan
SDSS18339          10.113  -9.618  0.370380  0.874364 031.872103 +01.159347 Sloan
SDSS1835           11.315 -10.740  0.009054  0.798528 312.664093 +01.071833 Sloan
SDSS18362          10.734 -10.070  0.529227  0.901858 010.136598 -00.181969 Sloan
SDSS18363           9.625  -9.382  0.145074  0.935380 010.910158 -00.157395 Sloan
SDSS18430          11.152          0.660556  0.835500 022.357441 +00.089525 Sloan
SDSS18454          11.155  -9.755  1.157947  0.921089 057.745724 -00.283441 Sloan
SDSS18473          10.849  -9.576  0.794419  0.905982 347.873810 -00.241131 Sloan
SDSS18588           9.900  -9.699  0.182633  0.687986 338.471863 -01.204549 Sloan
SDSS18606          10.082  -9.364  0.186934  0.893204 347.011932 +00.482296 Sloan
SDSS18626          10.770  -9.998  0.635978  0.909782 339.765839 -00.272602 Sloan
SDSS18630          11.595          0.888659  0.795867 347.980042 -00.264356 Sloan
SDSS18647          11.322  -9.468  2.351459  0.810894 322.891937 -00.303820 Sloan
SDSS18704           9.506  -9.486  1.437373  0.859098 011.521873 -00.526655 Sloan
SDSS18741          10.774 -10.779  0.352929  0.945247 007.160423 +00.271319 Sloan
SDSS18767          11.261          0.562718  0.694850 004.534587 +00.808716 Sloan
SDSS18797          11.091          0.168371  0.808434 036.641434 -00.625614 Sloan
SDSS18827          11.150  -9.639  0.906903  0.856726 037.833694 +01.070977 Sloan
SDSS18836          10.689  -9.732  1.542332  0.685518 024.727673 -00.033340 Sloan
SDSS18851          10.471  -9.416  0.404736  0.838827 047.654976 +00.412252 Sloan
SDSS18942           9.645  -9.382  1.048537  0.851448 017.497248 -00.018600 Sloan
SDSS18947          10.746  -9.638  0.463783  0.815426 011.186942 -00.870524 Sloan
SDSS18948          11.151 -10.740  0.460304  0.935267 015.759315 -00.852516 Sloan
SDSS18952          10.047  -9.433  3.327725  0.663525 011.306928 +00.827853 Sloan
SDSS18955          11.200          0.190314  0.754603 029.095545 +00.643518 Sloan
SDSS18961          11.118          0.363703  0.749133 040.424263 +00.728115 Sloan
SDSS18971          11.133 -10.817  1.251576  0.920918 031.445532 +01.208841 Sloan
SDSS18972          11.423          0.129542  0.878797 035.507141 +01.154811 Sloan
SDSS19000           9.874  -9.416  0.199749  0.787011 037.952076 -00.492823 Sloan
SDSS19051          11.293          0.853490  0.820879 351.375244 +00.423105 Sloan
SDSS19052           9.828  -9.652  0.620184  0.810791 353.244019 +00.562672 Sloan
SDSS19078           9.829  -9.560  0.538324  0.950754 001.595385 +01.051421 Sloan
SDSS19088          10.362  -9.779  0.160240  0.913370 350.126770 -00.346003 Sloan
SDSS19104          11.288  -9.450  1.382225  0.885678 012.158973 +00.141368 Sloan
SDSS19132          10.876 -10.619  0.148803  0.964845 005.278671 -00.748573 Sloan
SDSS19144          11.017  -9.638  0.196916  0.905845 042.474243 -01.218778 Sloan
SDSS19165          11.756 -10.660  0.222463  0.883041 025.374268 +00.546554 Sloan
SDSS19205           9.274  -9.382  0.393097  0.904443 322.186096 -00.846717 Sloan
SDSS19246          10.929  -9.998  0.175905  0.645684 351.660767 -00.865356 Sloan
SDSS19274           9.961  -9.416  1.259395  0.682257 353.885498 -00.570503 Sloan
SDSS19335          11.055  -9.657  4.216038  0.950475 350.058228 +00.395184 Sloan
SDSS19344          10.944 -10.700  0.527204  0.795413 024.684929 +00.376566 Sloan
SDSS19347           9.719  -9.755  0.140553  0.699540 030.757944 +00.357694 Sloan
SDSS19414          10.960          0.818015  0.934640 331.591736 +00.040459 Sloan
SDSS19425          10.509  -9.804  0.995169  0.908956 323.508698 -00.740519 Sloan
SDSS19449           9.836  -9.652  0.479156  0.873078 009.552703 +00.591698 Sloan
SDSS19523          11.188  -9.929  0.712524  0.850333 018.315868 -00.025410 Sloan
SDSS19545          11.008          0.174919  0.872321 330.443085 +00.401245 Sloan
SDSS19556           9.441  -9.638  1.662811  0.807584 017.700073 +00.226881 Sloan
SDSS19557          11.236          0.250041  0.812298 019.735348 +00.276363 Sloan
SDSS19559          11.291          0.281963  0.929535 038.001068 +00.228062 Sloan
SDSS19593          11.297          0.180902  0.826152 029.969358 +00.679034 Sloan
SDSS19652           9.966  -9.416  0.570774  0.926332 347.874329 +01.023557 Sloan
SDSS19668          10.941  -9.929  0.823300  0.921810 356.936737 -00.628168 Sloan
SDSS19690          10.546  -9.232  0.358307  0.953037 017.030390 -00.140198 Sloan
SDSS19708          11.023 -10.779  0.223574  0.819424 042.172890 +00.654681 Sloan
SDSS19742          11.103 -10.700  0.106912  0.972418 339.882416 -00.573526 Sloan
SDSS19758          11.273          0.388325  0.916633 349.784119 +01.213944 Sloan
SDSS19764          10.902  -9.963  1.389920  0.949151 006.476706 +01.191946 Sloan
SDSS19769          10.253  -9.779  0.534699  0.660194 350.443573 -00.976323 Sloan
SDSS19778          11.511  -9.657  1.744873  0.902503 349.688812 -00.497014 Sloan
SDSS1979            9.517  -9.732  0.785765  0.470520 334.356171 +00.944756 Sloan
SDSS19821          10.500          0.003782  0.967995 356.779510 +01.026016 Sloan
SDSS19825          10.636  -9.331  0.032773  0.795444 034.637882 +00.880927 Sloan
SDSS1991           10.819 -10.033  0.359292  0.778798 339.626617 +00.908289 Sloan
SDSS20033          10.530          0.875040  0.710372 022.930340 -00.731808 Sloan
SDSS20046          10.156  -9.755  0.281616  0.907745 321.493256 +00.801311 Sloan
SDSS20047          11.609          0.429082  0.785855 326.590942 +00.631333 Sloan
SDSS20065          10.855  -9.416  1.366038  0.672535 323.222473 -00.947185 Sloan
SDSS20097           9.461  -9.698  1.690393  0.888843 311.754547 -00.099328 Sloan
SDSS20125          11.051 -10.891  0.174480  0.537431 025.659727 +01.030394 Sloan
SDSS20141          11.406          2.413218  0.788890 357.542053 -00.523832 Sloan
SDSS20171          11.393          7.799387  0.961481 003.013077 +00.213649 Sloan
SDSS20217          10.856  -9.896  1.880427  0.868515 336.954620 -00.633041 Sloan
SDSS20231          10.336  -9.331  0.330697  0.960918 004.588963 -00.032311 Sloan
SDSS20232          11.026          0.208485  0.913365 007.083359 -00.058150 Sloan
SDSS20265          11.022 -10.619  0.911471  0.829537 007.535853 -00.111390 Sloan
SDSS20267          10.299  -9.503  0.869883  0.757269 008.803827 -00.119182 Sloan
SDSS20268          10.085  -9.619  0.885345  0.758142 010.945927 -00.075908 Sloan
SDSS20273          10.973          0.219077  0.935979 021.054018 -00.023073 Sloan
SDSS20276          10.202  -9.433  0.446989  0.669662 034.563194 -00.114045 Sloan
SDSS20319          10.529  -9.433  0.045821  0.817462 036.426064 +00.794880 Sloan
SDSS20386          11.481          0.140057  0.714353 055.797756 -00.489593 Sloan
SDSS2041            9.965  -9.595  1.232364  0.824673 320.151520 -01.209068 Sloan
SDSS20434          10.600  -9.450  0.114616  0.668569 319.737091 +00.502127 Sloan
SDSS20435           9.825  -9.347  0.269014  0.873202 322.565918 +00.558691 Sloan
SDSS20447          10.645  -9.864  0.401027  0.866529 359.326752 +00.570895 Sloan
SDSS20467           9.847  -9.416  0.219039  0.936938 020.019922 +00.913505 Sloan
SDSS20480           9.692  -9.486  0.353893  0.960373 357.274200 +00.918321 Sloan
SDSS20489          10.844          0.171204  0.788691 040.513451 +00.856266 Sloan
SDSS20514          10.755          0.175776  0.881175 023.076054 -00.755225 Sloan
SDSS20541          11.182  -9.998  0.642995  0.667016 321.253845 -00.268245 Sloan
SDSS20545          10.488  -9.560  0.161277  0.837796 330.250427 -00.423951 Sloan
SDSS20553          10.458  -9.450  0.451203  0.483080 355.792206 -00.331051 Sloan
